"Record","Station","Year","Lat","Lon","LonUTMAlbers","LatUTMAlbers","BottomDepth","BottomTemp","Actinaugeverrilli","Actiniaria","Albatrossiapectoralis","Allocentrotusfragilis","Anoplopomafimbria","Aphrocallistesvastus","Atheresthesstomias","Bathymastersignatus","Bathyplotessp.","Bathyrajaaleutica","Bathyrajainterrupta","Berryteuthismagister","Chionoecetesbairdi","Chlamysrubida","Chlamyssp.","Chrysaoramelanaster","Crossasterpapposus","Ctenodiscuscrispatus","Cyaneacapillata","Dasycottussetiger","Elassochirustenuimanus","Fusitritonoregonensis","Gadusmacrocephalus","Glyptocephaluszachirus","Gorgonocephaluseucnemis","Hemilepidotusjordani","Hemitripterusbolini","Henriciasp.","Hippoglossoideselassodon","Hippoglossusstenolepis","Hyaslyratus","Hydrolaguscolliei","Isopsettaisolepis","Lepidopsettabilineata","Lepidopsettapolyxystra","Lepidopsettasp.","Lethasteriasnanimensis","Lycodesbrevipes","Lycodespalearis","Lyopsettaexilis","Malacocottuszonurus","Mallotusvillosus","Metridiumfarcimen..Metridiumgiganteum.","Microstomuspacificus","Myoxocephaluspolyacanthocephalus","Ophiodonelongatus","Ophiurasarsi","Oregoniagracilis","Paguridae","Pagurusaleuticus","Pagurusbrandti","Pandalopsisdispar","Pandaluseous..borealis.","Pandalusjordani","Parophrysvetulus","Platichthysstellatus","Pleurogrammusmonopterygius","Porifera","Pycnopodiahelianthoides","Rajabinoculata","Rajarhina","Scyphozoa","Sebastesalutus","Sebastesbabcocki","Sebastesborealis","Sebastesbrevispinis","Sebastespolyspinis","Sebastesvariabilis","Sebastesvariegatus","Sebasteszacentrus","Sebastolobusalascanus","Squalusacanthias","Stegophiuraponderosa","Strongylocentrotusdroebachiensis","Thaleichthyspacificus","Thaliacea","Theragrachalcogramma","Zaprorasilenus"
7145,"159-105",2011,56.73827,-156.86488,-417500.589099322,5783230.03017449,115,5.6,NA,NA,NA,NA,NA,NA,20.2102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0128,66.8782,0.2746,NA,NA,NA,NA,2.337,11.1277,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0034,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0316,NA,1.5651,NA
7146,"187-105",2011,56.73993,-154.52127,-275214.296500289,5771654.17705639,33,7.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0119,NA,NA,NA,25.5573,NA,NA,NA,NA,NA,NA,43.1282,NA,NA,NA,65.7406,7.2021,NA,NA,NA,NA,NA,NA,0.0324,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.7589,NA,NA,3.0549,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4992,NA
7147,"204-105",2011,56.74095,-153.19447,-194515.015808174,5767253.42648959,151,4.3,NA,NA,NA,NA,NA,NA,268.6437,NA,NA,4.2449,0.8027,NA,0.043,NA,NA,NA,0.0232,0.8697,0.1183,NA,NA,0.1589,0.3972,3.3182,0.2408,NA,NA,NA,30.7407,4.6128,NA,NA,NA,0.5213,NA,NA,0.2218,NA,NA,NA,NA,NA,NA,0.6909,NA,NA,NA,0.0083,NA,NA,NA,0.019,0.1225,NA,NA,NA,NA,NA,1.1576,7.439,6.6612,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.4118,NA
7148,"179-105",2011,56.75095,-155.19033,-315776.219386531,5775748.17978809,89,4.6,NA,NA,NA,NA,NA,NA,318.5187,NA,NA,NA,0.8233,NA,0.0042,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.2254,30.5245,0.1069,0.258,NA,NA,14.0634,19.1087,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.1707,1.8969,NA,NA,0.0068,NA,NA,NA,NA,NA,NA,NA,NA,1.1628,0.0297,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,204.6153,NA
7149,"34-19",2011,53.07698,-167.20303,-1138069.35916769,5495842.32567767,206,5,NA,0.0099,NA,NA,NA,0.0058,8.8358,NA,NA,NA,NA,NA,NA,NA,NA,0.1299,NA,NA,NA,NA,NA,0.037,3.0001,7.1796,NA,NA,NA,0.0025,0.2786,1.9903,0.0074,NA,NA,NA,1.8699,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0058,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0107,NA,NA,NA,NA,2.1781,NA,NA,NA,NA,NA,NA,NA,7.1427,NA,NA,NA,NA,NA,1.0726,NA
7150,"36-19",2011,53.08102,-167.01353,-1125679.34182635,5493171.90648825,307,4.9,NA,NA,24.4615,NA,3.395,NA,7.9352,NA,NA,NA,NA,1.4581,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.4468,NA,NA,NA,NA,NA,0.7573,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.8586,NA,NA,NA,NA,NA,NA,NA,5.1731,NA,NA,NA,NA,NA,NA,NA
7151,"78-48",2011,54.27203,-163.54665,-873706.85295941,5572720.57971337,108,4.2,NA,NA,NA,NA,1.2488,NA,33.6067,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0483,NA,NA,NA,0.0621,7.3243,10.0632,0.4804,NA,NA,NA,10.9941,8.0789,NA,NA,NA,1.2565,0.1073,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,151.5116,NA
7152,"80-48",2011,54.27325,-163.4348,-866558.310477507,5571444.2978222,96,4.3,NA,NA,NA,NA,NA,NA,101.3035,NA,NA,NA,NA,NA,NA,NA,0.0603,NA,NA,NA,NA,NA,NA,NA,135.5209,2.8578,NA,0.2496,NA,NA,18.1709,7.0209,NA,NA,NA,15.5249,2.2122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7144,NA,0.482,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,968.1748,NA
7153,"106-48",2011,54.28582,-161.2146,-724515.081002513,5547235.79586799,278,4.8,NA,NA,83.906,NA,3.3149,NA,15.8277,NA,NA,NA,NA,6.3302,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1512,NA,3.6427,NA,NA,NA,NA,NA,10.4383,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0255,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.092,NA,NA,NA,NA,NA,0.1111,NA,NA,NA,NA,0.3033,NA,6.6025,NA,NA,NA,NA,NA,12.0848,NA,0.1275,NA,0.0719,NA,0.5646,NA
7154,"82-60",2011,54.78112,-163.25975,-844573.162076587,5624965.34586867,77,4.2,NA,NA,NA,NA,NA,NA,7.7658,NA,NA,NA,NA,NA,0.6561,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.8838,NA,NA,26.0943,NA,NA,25.4701,74.9631,NA,NA,14.7687,NA,269.8759,NA,NA,NA,1.19,NA,NA,0.0219,NA,NA,2.4046,NA,NA,0.0538,NA,NA,NA,NA,NA,NA,NA,4.3894,NA,0.01,NA,13.7065,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,233.9124,NA
7155,"439-60",2011,54.7934,-133.74012,1032131.21322924,5667097.91045437,174,6.2,NA,NA,NA,NA,NA,NA,31.9753,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1183,NA,NA,NA,12.922,4.8962,0.0224,NA,NA,NA,NA,NA,NA,0.9553,NA,NA,NA,NA,NA,0.0464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.8178,NA,NA,NA,NA,NA,NA,NA,7.0945,NA,NA,49.154,NA,NA,NA,NA,NA,1.5228,NA,NA,0.2774,NA,38.6341,NA
7156,"92-61",2011,54.82043,-162.38717,-788829.735288977,5618958.80858313,44,5.2,NA,NA,NA,NA,NA,NA,2.7606,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0099,6.199,NA,NA,8.3271,NA,NA,3.5857,36.3112,NA,NA,19.6905,33.5352,18.2112,NA,NA,NA,NA,NA,NA,NA,4.4866,NA,1.5859,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.6435,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1139,NA
7157,"106-70",2011,55.20598,-161.28252,-712130.042563276,5649414.30387744,62,4.6,NA,NA,NA,NA,NA,NA,17.0749,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0666,2.226,NA,NA,2.3993,NA,NA,15.9197,9.5803,NA,NA,1.7639,30.1235,13.931,NA,NA,NA,0.0427,NA,NA,NA,0.7784,NA,NA,NA,NA,NA,NA,NA,9e-04,NA,NA,NA,NA,NA,NA,NA,NA,12.0764,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0764,NA,0.0213,NA
7158,"440-70",2011,55.21368,-133.65013,1026712.71003861,5714113.83538031,101,7,NA,NA,NA,NA,NA,NA,0.5798,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6685,NA,NA,NA,2.4378,NA,NA,NA,NA,NA,NA,9.1344,NA,61.1028,NA,4.2369,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.5125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7159,"158-70",2011,55.22167,-156.98792,-442099.996860383,5615235.54433365,108,4.6,NA,NA,NA,NA,NA,NA,2.649,NA,NA,NA,NA,NA,NA,NA,0.1769,NA,NA,NA,NA,NA,NA,NA,1.3033,0.2167,NA,NA,NA,0.0118,NA,7.9508,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0085,NA,NA
7160,"100-70",2011,55.23768,-161.73685,-739935.272176603,5657687.89730474,120,3.2,NA,NA,NA,NA,NA,NA,135.0766,NA,NA,NA,NA,NA,1.6287,NA,NA,NA,NA,NA,NA,0.0953,NA,NA,63.3938,0.0695,NA,0.5569,0.5693,NA,267.678,21.0365,NA,NA,NA,0.294,2.3255,NA,NA,2.1794,2.15,NA,NA,NA,1.1093,NA,9.2174,NA,NA,NA,NA,0.0223,NA,NA,0.4295,NA,NA,1.3766,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0419,NA,41.7844,NA
7161,"173-78",2011,55.56688,-155.67977,-356374.259211278,5646105.42400643,163,5.4,NA,NA,NA,NA,NA,NA,43.0434,NA,0.0203,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.024,28.1522,0.5737,NA,NA,NA,NA,NA,21.6528,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0058,NA,NA,NA,NA,NA,1.2346,0.4445,NA,NA,4.9238,NA,576.8246,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,168.5753,NA
7162,"435-78",2011,55.58933,-134.0739,990976.90298452,5748778.26310005,141,6.9,NA,NA,NA,NA,NA,0.11,473.308,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.875,2.4899,NA,NA,NA,NA,NA,16.375,NA,6.9196,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5932,NA,8.275,NA,NA,NA,NA,NA,NA,NA,NA,11.2152,NA,NA,NA,NA,NA,1.9572,NA,NA,NA,NA,497.9705,NA,0.4638,NA,0.0026,NA,NA,NA,NA,NA,NA,4.4354,NA
7163,"427-79",2011,55.59128,-134.68413,953596.257507957,5740395.04899149,255,5.8,NA,NA,NA,1.5779,2.9807,NA,6.9348,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0023,NA,0.0498,NA,NA,0.0083,NA,7.595,NA,NA,NA,NA,0.0423,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2769,0.0241,NA,NA,8.3383,NA,NA,NA,NA,NA,NA,NA,0.0053,NA,0.046,NA,NA,NA,NA,NA,NA,NA,NA,46.2494,0.3094,NA,0.7584,NA,NA,NA,0.034,13.2659,0.7772,0.0211,NA,NA,0.0038,20.4459,NA
7164,"194-86",2011,55.90823,-153.9353,-244888.220159835,5676590.31894804,629,0,NA,NA,144.5026,0.0102,136.2736,0.1523,1.8569,NA,NA,0.1668,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0725,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.7283,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1857,NA,NA,NA,NA,0.8051,NA,NA,NA,NA,NA,NA,NA,31.4762,NA,0.0464,NA,NA,NA,7.5798,NA
7165,"162-86",2011,55.9151,-156.60858,-410763.799269488,5690054.48016918,210,5.2,NA,NA,NA,NA,10.852,NA,33.7504,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.4909,NA,NA,NA,NA,23.0739,6.9628,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.7808,NA,NA,NA,NA,NA,NA,NA,0.0051,0.0428,0.0034,NA,NA,3.1293,NA,NA,NA,NA,NA,11.8366,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.6559,NA
7166,"158-86",2011,55.91593,-156.97977,-433749.577019337,5692417.58251845,129,5.1,NA,NA,NA,NA,NA,NA,85.2958,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.6971,57.7405,NA,NA,NA,NA,4.1442,18.8297,NA,NA,NA,0.9224,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.4188,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7167,"157-86",2011,55.91612,-157.03168,-436962.176457866,5692766.12814327,117,5.1,NA,NA,NA,NA,NA,NA,126.0039,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.5245,36.2927,NA,NA,NA,NA,11.0482,5.4671,NA,NA,NA,0.729,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.3418,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.1482,NA,NA,NA,1.4442,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7168,"198-93",2011,56.20373,-153.68698,-227686.28239175,5708740.0719857,118,5.2,NA,NA,NA,NA,NA,NA,3.7019,NA,NA,NA,NA,NA,NA,NA,0.0035,NA,NA,NA,NA,NA,NA,0.0133,4.5167,NA,NA,NA,NA,NA,NA,2.1684,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.9499,1.3461,NA,NA,NA,NA,12.3544,NA,NA,0.31,884.0301,6.7307,NA,NA,NA,NA,NA,NA,NA,NA,0.9122,NA
7169,"418-94",2011,56.26043,-135.47813,889283.710281868,5802892.00081745,204,5.6,NA,NA,NA,0.052,2.973,0.0085,3.8218,NA,NA,NA,NA,1.7283,NA,NA,NA,NA,NA,NA,0.081,NA,NA,0.0401,2.5593,3.9285,NA,NA,NA,NA,NA,0.8109,NA,NA,NA,NA,NA,NA,0.1237,NA,NA,0.0759,0.412,NA,NA,3.1735,NA,NA,NA,NA,NA,NA,NA,0.0102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,117.3119,3.8048,NA,0.5417,NA,NA,0.0444,9.7081,10.2797,NA,0.0051,NA,NA,NA,1.5782,NA
7170,"170-94",2011,56.27048,-155.94178,-366008.957394999,5725886.82773904,195,5.5,NA,NA,NA,NA,7.7011,NA,72.5518,NA,NA,0.8878,0.8557,NA,NA,NA,NA,NA,NA,0.0129,NA,NA,NA,0.0667,3.4026,26.9317,0.1968,NA,NA,NA,16.1783,14.2412,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0354,NA,NA,NA,10.3445,NA,NA,NA,NA,NA,NA,NA,0.008,NA,NA,NA,NA,1.6069,NA,NA,NA,6.2308,NA,8.7134,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0201,NA,49.6172,NA
7171,"212-101",2011,56.59218,-152.48473,-151918.407184123,5748843.77135268,145,5.5,NA,NA,NA,NA,NA,NA,2.9925,NA,NA,2.1177,0.9268,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0624,NA,NA,NA,NA,NA,NA,NA,61.4532,0.0676,NA,NA,1.676,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,581.1251,NA,NA,NA,2.789,1.8232,NA,NA,NA,NA,NA,NA,NA,NA,1.7539,NA
7172,"180-102",2011,56.61182,-155.09945,-311406.089174433,5759814.41959298,43,7.6,NA,NA,NA,NA,NA,NA,1.7508,NA,NA,NA,NA,NA,0.0046,NA,NA,NA,NA,NA,NA,NA,0.0064,NA,23.2493,NA,0.0211,NA,NA,NA,NA,10.9399,NA,NA,26.9435,NA,0.3593,NA,NA,NA,NA,NA,NA,0.0266,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.2221,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7173,"170-102",2011,56.62132,-155.94083,-362577.039864643,5764981.54787576,276,5.5,NA,NA,NA,NA,8.9939,NA,12.9575,NA,NA,NA,0.7719,NA,NA,NA,NA,NA,NA,0.1058,NA,NA,NA,NA,NA,2.4458,0.0225,NA,NA,NA,1.0278,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0312,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0928,0.0182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.6852,0.0017,1.1795,NA
7174,"186-105",2011,56.75682,-154.66688,-283936.775084372,5774129.22904852,35,7.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0137,NA,NA,NA,NA,NA,0.0465,0.0146,0.0775,NA,NA,NA,NA,NA,NA,10.3859,NA,NA,NA,1.4592,0.1906,NA,NA,NA,NA,NA,NA,0.0018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1268,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.3799,NA
7175,"172-105",2011,56.76338,-155.7615,-350333.164509282,5779890.3200427,279,5.5,NA,NA,NA,NA,3.5535,NA,14.7465,NA,NA,6.1371,NA,0.5708,NA,NA,NA,0.0851,NA,0.6829,NA,0.0143,NA,NA,3.001,1.7211,NA,NA,NA,NA,0.2735,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.004,NA,0.8904,NA,NA,NA,NA,NA,0.0445,NA,0.1073,0.0111,0.004,NA,NA,NA,NA,NA,NA,4.6863,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.1671,NA,1.4309,NA
7176,"202-105",2011,56.77033,-153.27303,-199139.293303252,5770760.54985011,138,4.4,NA,NA,NA,NA,NA,NA,163.8967,NA,NA,NA,NA,NA,0.1558,NA,NA,NA,NA,0.6441,0.2634,0.1943,0.0048,0.0329,10.6968,5.8945,NA,0.4296,NA,NA,46.8024,3.203,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9075,0.53,NA,NA,NA,NA,NA,NA,NA,0.1992,NA,NA,NA,NA,NA,NA,NA,6.4646,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.1796,NA
7177,"178-106",2011,56.78355,-155.28098,-321001.885626945,5779802.77074035,188,5.2,NA,NA,NA,NA,2.0413,NA,164.3346,NA,NA,NA,3.7366,NA,2.4981,NA,NA,NA,NA,0.8086,NA,NA,NA,NA,1.2251,8.2961,0.0344,NA,NA,NA,20.3539,7.8179,NA,NA,NA,NA,NA,NA,NA,0.005,0.1352,NA,NA,NA,NA,0.6424,NA,NA,NA,NA,NA,0.0714,NA,0.1696,NA,0.1385,NA,NA,0.5701,NA,NA,NA,1.1033,NA,0.8624,NA,NA,NA,NA,0.5122,NA,NA,NA,NA,NA,NA,131.4349,NA,10.9243,NA
7178,"38-20",2011,53.1124,-166.90167,-1117578.48275329,5494750.42193907,324,4.6,NA,NA,26.9897,NA,5.3076,NA,9.7124,NA,NA,NA,NA,1.173,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.061,NA,2.302,NA,NA,NA,NA,NA,3.3351,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.9245,NA,4.6447,NA,NA,NA,NA,NA,13.9544,NA,NA,NA,NA,0.0024,NA,NA
7179,"31-20",2011,53.1163,-167.41303,-1150572.74927429,5503573.80538445,108,4.2,NA,NA,NA,NA,NA,NA,0.9147,NA,NA,NA,NA,0.0563,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.0096,0.1741,NA,NA,NA,0.0044,NA,3.5092,NA,NA,NA,3.8706,0.8258,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.305,NA
7180,"38-21",2011,53.15587,-166.85633,-1113467.63441265,5498723.88339339,270,5.3,NA,NA,5.4669,NA,0.7718,NA,7.9703,NA,NA,NA,NA,1.4061,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1099,NA,NA,NA,NA,NA,6.0735,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1656,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.98,NA,NA,NA,NA,NA,NA,NA,3.6384,NA,0.0032,NA,NA,NA,NA,NA
7181,"27-21",2011,53.16177,-167.77335,-1172566.00540073,5514547.13420886,86,4.3,NA,0.004,NA,NA,NA,NA,2.9476,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0298,NA,4.0671,NA,0.1071,0.4003,NA,NA,NA,2.4721,NA,NA,NA,16.8401,2.8228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1039,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.894,NA
7182,"22-21",2011,53.17895,-168.1741,-1197899.03512466,5523280.86690591,67,4.4,NA,NA,NA,NA,NA,NA,10.0384,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.3128,NA,NA,2.3271,NA,NA,0.3522,1.6821,NA,NA,NA,16.2189,0.6265,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3486,0.0805,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7183,"83-48",2011,54.28883,-163.10462,-845192.683052985,5569058.70518418,60,4.8,NA,NA,NA,NA,NA,NA,2.293,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.8732,NA,NA,1.8608,NA,NA,0.5838,11.1612,NA,NA,0.3096,13.4485,9.8151,NA,NA,NA,NA,NA,NA,NA,2.363,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0329,NA,NA,NA
7184,"121-48",2011,54.29928,-160.00557,-646770.245516112,5536711.9890499,550,4,NA,NA,455.3543,NA,68.0625,NA,5.4123,NA,NA,NA,NA,0.2026,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.2088,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3811,NA,NA,NA,NA,NA,NA,NA,6.1565,NA,NA,NA,NA,NA,NA,NA
7185,"105-48",2011,54.305,-161.31022,-730287.900149313,5550357.71254048,150,5,NA,NA,1.6767,NA,NA,NA,112.7853,NA,0.0398,NA,NA,0.0703,NA,NA,0.0119,NA,NA,NA,NA,0.0373,NA,0.0415,2.5744,2.7691,NA,NA,NA,0.039,1.2914,2.2581,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0313,NA,NA,1.1305,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.0248,NA,14.2014,6.5079,NA,384.1432,NA,2.5913,NA,1.7826,4.0225,0.2574,NA,0.2185,NA,0.0279,NA,NA,NA,NA,NA
7186,"444-61",2011,54.83477,-133.29357,1058820.71446203,5678353.96666677,197,6.3,NA,NA,NA,NA,NA,NA,6.3654,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.528,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0097,NA,NA,2.6603,NA,NA,NA,NA,NA,0.2178,0.0534,0.017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.4993,NA,2.3801,NA,NA,NA,NA,NA,NA,0.5426,NA,NA,NA,NA,NA,NA,NA,NA,0.0211,NA,NA,NA,NA,2.598,0.1725,3.1705,NA
7187,"117-71",2011,55.24085,-160.34888,-653080.666346977,5644031.8650827,43,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.8032,NA,NA,NA,NA,NA,0.7049,30.5213,NA,NA,NA,37.7293,58.0292,NA,NA,NA,NA,NA,NA,NA,0.0097,NA,1.6301,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.9281,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
